run,operation,started,time,status,label,base_loss,batch_size,csv_train,decay_f,exp,lambd,load_checkpoint,lr,metric,model_name,n_epochs,optimizer,oversample,patience,pretrained,save_model,step,acc,auc,kappa
249797cf,eyepacs:train,2020-03-14 19:43:00,0:07:08,completed,base_loss=focal_loss batch_size=8 csv_train=train_mac_UW.csv decay_f=0.1 exp=1 lambd=10 load_checkpoint=models/resnet50_eyepacs lr=0.0001 metric=kappa model_name=resnet50 n_epochs=100 optimizer=sgd oversample=2/2/2/5/12 patience=10 pretrained=yes save_model=no,focal_loss,8,train_mac_UW.csv,0.1,1,10,models/resnet50_eyepacs,0.0001,kappa,resnet50,100,sgd,2/2/2/5/12,10,True,False,0,0.6551719903945923,0.8873890042304993,0.8719040155410767
dacaa97d,eyepacs:train,2020-03-14 19:38:24,0:04:35,completed,base_loss=focal_loss batch_size=8 csv_train=train_mac_UW.csv decay_f=0.1 exp=1 lambd=10 load_checkpoint=experiments/best_mac_11Mar lr=0.0001 metric=kappa model_name=resnet50 n_epochs=100 optimizer=sgd oversample=2/2/2/5/12 patience=10 pretrained=yes save_model=no,focal_loss,8,train_mac_UW.csv,0.1,1,10,experiments/best_mac_11Mar,0.0001,kappa,resnet50,100,sgd,2/2/2/5/12,10,True,False,0,0.7241380214691162,0.9007750153541565,0.8919870257377625
e524825e,eyepacs:train,2020-03-14 19:33:11,0:05:13,completed,base_loss=gls batch_size=8 csv_train=train_mac_UW.csv decay_f=0.1 exp=1 lambd=10 load_checkpoint=models/resnet50_eyepacs lr=0.0001 metric=kappa model_name=resnet50 n_epochs=100 optimizer=sgd oversample=2/2/2/5/12 patience=10 pretrained=yes save_model=no,gls,8,train_mac_UW.csv,0.1,1,10,models/resnet50_eyepacs,0.0001,kappa,resnet50,100,sgd,2/2/2/5/12,10,True,False,0,0.7241380214691162,0.9088429808616638,0.8924990296363831
be77e8db,eyepacs:train,2020-03-14 19:28:35,0:04:35,completed,base_loss=gls batch_size=8 csv_train=train_mac_UW.csv decay_f=0.1 exp=1 lambd=10 load_checkpoint=experiments/best_mac_11Mar lr=0.0001 metric=kappa model_name=resnet50 n_epochs=100 optimizer=sgd oversample=2/2/2/5/12 patience=10 pretrained=yes save_model=no,gls,8,train_mac_UW.csv,0.1,1,10,experiments/best_mac_11Mar,0.0001,kappa,resnet50,100,sgd,2/2/2/5/12,10,True,False,0,0.7586209774017334,0.9072179794311523,0.9036030173301697
59a9b7fd,eyepacs:train,2020-03-14 19:24:56,0:03:39,completed,base_loss=ce batch_size=8 csv_train=train_mac_UW.csv decay_f=0.1 exp=1 lambd=10 load_checkpoint=models/resnet50_eyepacs lr=0.0001 metric=kappa model_name=resnet50 n_epochs=100 optimizer=sgd oversample=2/2/2/5/12 patience=10 pretrained=yes save_model=no,ce,8,train_mac_UW.csv,0.1,1,10,models/resnet50_eyepacs,0.0001,kappa,resnet50,100,sgd,2/2/2/5/12,10,True,False,0,0.6896550059318542,0.8972330093383789,0.8753290176391602
c64f9687,eyepacs:train,2020-03-14 19:20:15,0:04:41,completed,base_loss=ce batch_size=8 csv_train=train_mac_UW.csv decay_f=0.1 exp=1 lambd=10 load_checkpoint=experiments/best_mac_11Mar lr=0.0001 metric=kappa model_name=resnet50 n_epochs=100 optimizer=sgd oversample=2/2/2/5/12 patience=10 pretrained=yes save_model=no,ce,8,train_mac_UW.csv,0.1,1,10,experiments/best_mac_11Mar,0.0001,kappa,resnet50,100,sgd,2/2/2/5/12,10,True,False,0,0.7931029796600342,0.9003490209579468,0.9117349982261658
bfc852f5,eyepacs:dr_grade_from_eyepacs_UW,2020-03-14 19:20:14,0:29:55,completed,,,,,,,,,,,,,,,,,,0,0.6551719903945923,0.8873890042304993,0.8719040155410767
