run,operation,started,time,status,label,base_loss,batch_size,csv_train,decay_f,exp,lambd,load_checkpoint,lr,metric,model_name,n_classes,n_epochs,optimizer,oversample,patience,pretrained,save_model,step,acc,auc,kappa
ebfccb9c,eyepacs:train,2020-04-01 17:30:51,0:06:57,running,base_loss=ce batch_size=8 csv_train=train_artifact_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_4.csv,0.1,1,0,False,0.0003,auc,resnet50,6,50,sgd,1/5/1/2/2/5,5,True,False,,,,
78f45dff,eyepacs:train,2020-04-01 17:18:34,0:12:17,completed,base_loss=ce batch_size=8 csv_train=train_artifact_3.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_3.csv,0.1,1,0,False,0.0003,auc,resnext50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6675000190734863,0.8769569993019104,0.7634559869766235
7e94513b,eyepacs:train,2020-04-01 17:04:54,0:13:39,completed,base_loss=ce batch_size=8 csv_train=train_artifact_3.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_3.csv,0.1,1,0,False,0.0003,auc,resnext50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6625000238418579,0.8778709769248962,0.7607200145721436
cef38b19,eyepacs:train,2020-04-01 16:42:07,0:22:47,completed,base_loss=ce batch_size=8 csv_train=train_artifact_3.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_3.csv,0.1,1,0,False,0.0003,auc,resnet50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6800000071525574,0.8821939826011658,0.7859820127487183
74648b44,eyepacs:train,2020-04-01 16:29:12,0:12:54,completed,base_loss=ce batch_size=8 csv_train=train_artifact_3.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_3.csv,0.1,1,0,False,0.0003,auc,resnet50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6499999761581421,0.8791390061378479,0.775613009929657
dcd564ec,eyepacs:train,2020-04-01 16:15:27,0:13:44,completed,base_loss=ce batch_size=8 csv_train=train_artifact_2.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_2.csv,0.1,1,0,False,0.0003,auc,resnext50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6675000190734863,0.8662559986114502,0.7437210083007812
0572f565,eyepacs:train,2020-04-01 15:57:36,0:17:51,completed,base_loss=ce batch_size=8 csv_train=train_artifact_2.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_2.csv,0.1,1,0,False,0.0003,auc,resnext50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6474999785423279,0.8657609820365906,0.7510039806365967
b7f371d8,eyepacs:train,2020-04-01 15:39:37,0:17:58,completed,base_loss=ce batch_size=8 csv_train=train_artifact_2.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_2.csv,0.1,1,0,False,0.0003,auc,resnet50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6850000023841858,0.8643580079078674,0.768996000289917
4e87395a,eyepacs:train,2020-04-01 15:24:37,0:15:00,completed,base_loss=ce batch_size=8 csv_train=train_artifact_2.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_2.csv,0.1,1,0,False,0.0003,auc,resnet50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6675000190734863,0.8665689826011658,0.7684929966926575
cef5e7d2,eyepacs:train,2020-04-01 14:58:38,0:25:59,completed,base_loss=ce batch_size=8 csv_train=train_artifact_1.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_1.csv,0.1,1,0,False,0.0003,auc,resnext50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6625000238418579,0.8750540018081665,0.7998549938201904
590d52a4,eyepacs:train,2020-04-01 14:42:12,0:16:25,completed,base_loss=ce batch_size=8 csv_train=train_artifact_1.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_1.csv,0.1,1,0,False,0.0003,auc,resnext50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6399999856948853,0.8669959902763367,0.7717660069465637
e2a9cfed,eyepacs:train,2020-04-01 14:32:13,0:09:58,completed,base_loss=ce batch_size=8 csv_train=train_artifact_1.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_1.csv,0.1,1,0,False,0.0003,auc,resnet50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.637499988079071,0.8548189997673035,0.7414739727973938
9451b0b0,eyepacs:train,2020-04-01 14:16:16,0:15:57,completed,base_loss=ce batch_size=8 csv_train=train_artifact_1.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_1.csv,0.1,1,0,False,0.0003,auc,resnet50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6200000047683716,0.8741670250892639,0.7945550084114075
657636d8,eyepacs:train,2020-04-01 14:16:15,,staged,base_loss=ce batch_size=8 csv_train=train_artifact_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_4.csv,0.1,1,0,False,0.0003,auc,resnext50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,,,,
ae184400,eyepacs:train,2020-04-01 14:16:15,,staged,base_loss=ce batch_size=8 csv_train=train_artifact_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_4.csv,0.1,1,0,False,0.0003,auc,resnext50,6,50,sgd,1/5/1/2/2/5,5,True,False,,,,
c701562c,eyepacs:train,2020-04-01 14:16:15,,staged,base_loss=ce batch_size=8 csv_train=train_artifact_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_4.csv,0.1,1,0,False,0.0003,auc,resnet50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,,,,
849c235d,eyepacs:dr_grade_artifact_ce2,2020-04-01 14:16:14,3:21:34,running,,,,,,,,,,,,,,,,,,,0,0.6675000190734863,0.8769569993019104,0.7634559869766235
3b56fc3e,eyepacs:train,2020-04-01 13:56:51,0:19:23,completed,base_loss=ce batch_size=8 csv_train=train_artifact_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnext50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_4.csv,0.1,1,0,False,0.0001,auc,resnext50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6175000071525574,0.8515120148658752,0.7224270105361938
c3546e9d,eyepacs:train,2020-04-01 13:31:58,0:24:52,completed,base_loss=ce batch_size=8 csv_train=train_artifact_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnext50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_4.csv,0.1,1,0,False,0.0001,auc,resnext50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6625000238418579,0.8627309799194336,0.7224680185317993
a3e0e36e,eyepacs:train,2020-04-01 13:20:52,0:11:06,completed,base_loss=ce batch_size=8 csv_train=train_artifact_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnet50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_4.csv,0.1,1,0,False,0.0001,auc,resnet50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6349999904632568,0.8440819978713989,0.6871849894523621
1f317d8c,eyepacs:train,2020-04-01 12:59:42,0:21:09,completed,base_loss=ce batch_size=8 csv_train=train_artifact_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnet50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_4.csv,0.1,1,0,False,0.0001,auc,resnet50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6524999737739563,0.8687490224838257,0.7300450205802917
a39d1c29,eyepacs:train,2020-04-01 12:44:44,0:14:57,completed,base_loss=ce batch_size=8 csv_train=train_artifact_3.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnext50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_3.csv,0.1,1,0,False,0.0001,auc,resnext50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6025000214576721,0.8779090046882629,0.7746300101280212
1725fe06,eyepacs:train,2020-04-01 12:18:56,0:25:48,completed,base_loss=ce batch_size=8 csv_train=train_artifact_3.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnext50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_3.csv,0.1,1,0,False,0.0001,auc,resnext50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6575000286102295,0.88121497631073,0.7776430249214172
f3f47643,eyepacs:train,2020-04-01 12:03:04,0:15:51,completed,base_loss=ce batch_size=8 csv_train=train_artifact_3.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnet50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_3.csv,0.1,1,0,False,0.0001,auc,resnet50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6775000095367432,0.8755800127983093,0.7754259705543518
1f94ca59,eyepacs:train,2020-04-01 11:41:16,0:21:47,completed,base_loss=ce batch_size=8 csv_train=train_artifact_3.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnet50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_3.csv,0.1,1,0,False,0.0001,auc,resnet50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6399999856948853,0.8834120035171509,0.7749000191688538
eb335eac,eyepacs:train,2020-04-01 11:27:35,0:13:41,completed,base_loss=ce batch_size=8 csv_train=train_artifact_2.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnext50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_2.csv,0.1,1,0,False,0.0001,auc,resnext50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.675000011920929,0.861814022064209,0.7241610288619995
2c1cbdae,eyepacs:train,2020-04-01 11:00:14,0:27:20,completed,base_loss=ce batch_size=8 csv_train=train_artifact_2.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnext50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_2.csv,0.1,1,0,False,0.0001,auc,resnext50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6650000214576721,0.8716610074043274,0.759211003780365
09c8485f,eyepacs:train,2020-04-01 10:48:16,0:11:58,completed,base_loss=ce batch_size=8 csv_train=train_artifact_2.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnet50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_2.csv,0.1,1,0,False,0.0001,auc,resnet50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6825000047683716,0.8688920140266418,0.7444300055503845
1707146c,eyepacs:train,2020-04-01 10:29:20,0:18:56,completed,base_loss=ce batch_size=8 csv_train=train_artifact_2.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnet50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_2.csv,0.1,1,0,False,0.0001,auc,resnet50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6625000238418579,0.8613389730453491,0.7350530028343201
78ced4b2,eyepacs:train,2020-04-01 10:14:22,0:14:57,completed,base_loss=ce batch_size=8 csv_train=train_artifact_1.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnext50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_1.csv,0.1,1,0,False,0.0001,auc,resnext50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.637499988079071,0.8752480149269104,0.7972699999809265
a4640c24,eyepacs:train,2020-04-01 09:39:03,0:35:19,completed,base_loss=ce batch_size=8 csv_train=train_artifact_1.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnext50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_1.csv,0.1,1,0,False,0.0001,auc,resnext50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6725000143051147,0.8754439949989319,0.806132972240448
3e4077c7,eyepacs:train,2020-04-01 09:29:07,0:09:56,completed,base_loss=ce batch_size=8 csv_train=train_artifact_1.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnet50_sws n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_1.csv,0.1,1,0,False,0.0001,auc,resnet50_sws,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6675000190734863,0.8683969974517822,0.7648169994354248
25a7742e,eyepacs:train,2020-04-01 09:04:18,0:24:48,completed,base_loss=ce batch_size=8 csv_train=train_artifact_1.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnet50 n_classes=6 n_epochs=50 optimizer=sgd oversample=1/5/1/2/2/5 patience=5 pretrained=yes save_model=no,ce,8,train_artifact_1.csv,0.1,1,0,False,0.0001,auc,resnet50,6,50,sgd,1/5/1/2/2/5,5,True,False,0,0.6499999761581421,0.883499026298523,0.8362039923667908
44e85415,eyepacs:dr_grade_artifact_ce1,2020-04-01 09:04:17,5:11:56,completed,,,,,,,,,,,,,,,,,,,0,0.6175000071525574,0.8515120148658752,0.7224270105361938
913d545a,eyepacs:train,2020-04-01 08:51:15,0:13:01,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50_sws n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_4.csv,0.1,1,0,False,0.0003,auc,resnext50_sws,2,50,sgd,1/1,5,True,False,0,0.7300000190734863,0.8123289942741394,0.0
86373c37,eyepacs:train,2020-04-01 08:30:51,0:20:24,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50_sws n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_4.csv,0.1,1,0,False,0.0003,auc,resnet50_sws,2,50,sgd,1/1,5,True,False,0,0.7524999976158142,0.830469012260437,0.0
7a0b38b7,eyepacs:train,2020-04-01 08:15:01,0:15:49,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50 n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_4.csv,0.1,1,0,False,0.0003,auc,resnext50,2,50,sgd,1/1,5,True,False,0,0.7574999928474426,0.827908992767334,0.0
1ee09424,eyepacs:train,2020-04-01 07:58:38,0:16:22,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50 n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_4.csv,0.1,1,0,False,0.0003,auc,resnet50,2,50,sgd,1/1,5,True,False,0,0.7425000071525574,0.8248569965362549,0.0
5b1794d1,eyepacs:train,2020-04-01 07:42:49,0:15:49,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_3.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50_sws n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_3.csv,0.1,1,0,False,0.0003,auc,resnext50_sws,2,50,sgd,1/1,5,True,False,0,0.7174999713897705,0.8011329770088196,0.0
1fa24782,eyepacs:train,2020-04-01 07:33:56,0:08:52,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_3.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50_sws n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_3.csv,0.1,1,0,False,0.0003,auc,resnet50_sws,2,50,sgd,1/1,5,True,False,0,0.7074999809265137,0.8138740062713623,0.0
74bb6be6,eyepacs:train,2020-04-01 07:17:12,0:16:44,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_3.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50 n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_3.csv,0.1,1,0,False,0.0003,auc,resnext50,2,50,sgd,1/1,5,True,False,0,0.7250000238418579,0.8052359819412231,0.0
eafd68bc,eyepacs:train,2020-04-01 07:05:35,0:11:36,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_3.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50 n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_3.csv,0.1,1,0,False,0.0003,auc,resnet50,2,50,sgd,1/1,5,True,False,0,0.7200000286102295,0.8103700280189514,0.0
50445ab7,eyepacs:train,2020-04-01 06:59:02,0:06:32,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_2.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50_sws n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_2.csv,0.1,1,0,False,0.0003,auc,resnext50_sws,2,50,sgd,1/1,5,True,False,0,0.7225000262260437,0.772117018699646,0.0
10a6b56e,eyepacs:train,2020-04-01 06:52:53,0:06:09,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_2.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50_sws n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_2.csv,0.1,1,0,False,0.0003,auc,resnet50_sws,2,50,sgd,1/1,5,True,False,0,0.7124999761581421,0.7792580127716064,0.0
519d3431,eyepacs:train,2020-04-01 06:41:42,0:11:11,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_2.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50 n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_2.csv,0.1,1,0,False,0.0003,auc,resnext50,2,50,sgd,1/1,5,True,False,0,0.7124999761581421,0.7629209756851196,0.0
df5dcf3b,eyepacs:train,2020-04-01 06:26:41,0:15:00,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_2.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50 n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_2.csv,0.1,1,0,False,0.0003,auc,resnet50,2,50,sgd,1/1,5,True,False,0,0.7275000214576721,0.7774609923362732,0.0
6efb5937,eyepacs:train,2020-04-01 06:10:52,0:15:48,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_1.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50_sws n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_1.csv,0.1,1,0,False,0.0003,auc,resnext50_sws,2,50,sgd,1/1,5,True,False,0,0.737500011920929,0.8194360136985779,0.0
3301467f,eyepacs:train,2020-04-01 05:59:16,0:11:35,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_1.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50_sws n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_1.csv,0.1,1,0,False,0.0003,auc,resnet50_sws,2,50,sgd,1/1,5,True,False,0,0.762499988079071,0.8321869969367981,0.0
5a54be03,eyepacs:train,2020-04-01 05:23:57,0:35:19,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_1.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnext50 n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_1.csv,0.1,1,0,False,0.0003,auc,resnext50,2,50,sgd,1/1,5,True,False,0,0.7475000023841858,0.8284140229225159,0.0
ddf060b5,eyepacs:train,2020-04-01 05:05:32,0:18:24,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_1.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0003 metric=auc model_name=resnet50 n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_1.csv,0.1,1,0,False,0.0003,auc,resnet50,2,50,sgd,1/1,5,True,False,0,0.737500011920929,0.8313419818878174,0.0
6089d313,eyepacs:dr_grade_quality_fl2,2020-04-01 05:05:30,3:58:46,completed,,,,,,,,,,,,,,,,,,,0,0.7300000190734863,0.8123289942741394,0.0
a4f00d21,eyepacs:train,2020-04-01 04:43:10,0:22:20,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnext50_sws n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_4.csv,0.1,1,0,False,0.0001,auc,resnext50_sws,2,50,sgd,1/1,5,True,False,0,0.7549999952316284,0.8250430226325989,0.0
ab67bd4c,eyepacs:train,2020-04-01 04:26:48,0:16:21,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnet50_sws n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_4.csv,0.1,1,0,False,0.0001,auc,resnet50_sws,2,50,sgd,1/1,5,True,False,0,0.7275000214576721,0.8235390186309814,0.0
cfea6e0a,eyepacs:train,2020-04-01 04:03:32,0:23:16,completed,base_loss=focal_loss batch_size=8 csv_train=train_q_4.csv decay_f=0.1 exp=1 lambd=0 load_checkpoint=no lr=0.0001 metric=auc model_name=resnext50 n_classes=2 n_epochs=50 optimizer=sgd oversample=1/1 patience=5 pretrained=yes save_model=no,focal_loss,8,train_q_4.csv,0.1,1,0,False,0.0001,auc,resnext50,2,50,sgd,1/1,5,True,False,0,0.7325000166893005,0.8251320123672485,0.0
